rollout/rew_surface_coverage_2d,time/iterations,rollout/rew_collision,time/total_timesteps,rollout/episode_reward,time/fps,rollout/episode_length,rollout/rew_termination,rollout/total_reward,time/training,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates,train/clip_range_vf,train/loss,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/explained_variance,train/clip_fraction
0.622,353,-0.056,5783552,0.57,257,20.939,0.023,0.59,6.443416118621826,0.17282093,0.2,0.0001,1760,0.2,2.3430118560791016,-0.0349908573567518,-2.986279198527336,5.369871330633759,0.6499357521533966,0.4891357421875
0.631,354,-0.052,5799936,0.578,256,20.64,0.022,0.601,2.1885111331939697,0.110737726,0.2,0.0001,1765,0.2,3.351606607437134,0.013538705807348544,-3.0476934985681012,4.955931991880591,0.6712861657142639,0.39762073863636366
0.574,355,-0.064,5816320,0.531,256,18.87,0.019,0.53,3.501862049102783,0.1407807,0.2,0.0001,1770,0.2,3.642634153366089,-0.007229604043773022,-2.9453175883183533,5.492233409963805,0.6446774899959564,0.42638739224137934
0.601,356,-0.066,5832704,0.54,257,18.994,0.024,0.558,1.6280145645141602,0.15494454,0.2,0.0001,1775,0.2,5.198953151702881,0.023155413688746868,-2.95820638279856,5.237800474520083,0.6557992398738861,0.3796778549382716
0.645,357,-0.053,5849088,0.558,256,20.044,0.025,0.616,6.40446925163269,0.17064872,0.2,0.0001,1780,0.2,3.3396177291870117,-0.034813927610957765,-2.9277052357792854,5.377191512286663,0.642371654510498,0.466259765625
0.595,358,-0.064,5865472,0.57,256,19.963,0.02,0.551,4.070939779281616,0.19146748,0.2,0.0001,1785,0.2,5.454444885253906,-0.012875391784053487,-2.942351128477922,5.811788094947274,0.6282072067260742,0.4523609413202934
0.624,359,-0.063,5881856,0.577,255,19.962,0.025,0.586,3.829195261001587,0.62652934,0.2,0.0001,1790,0.2,5.565586566925049,-0.008545015567260516,-2.9382377896990093,5.6820028379366,0.6348336040973663,0.432224025974026
0.611,360,-0.06,5898240,0.557,256,20.842,0.02,0.572,6.408326625823975,0.1756846,0.2,0.0001,1795,0.2,4.142533302307129,-0.033618788186868184,-2.9593591440469025,5.465387374907732,0.6483765840530396,0.494775390625
0.559,361,-0.071,5914624,0.538,256,18.898,0.02,0.508,6.388696193695068,0.18539612,0.2,0.0001,1800,0.2,4.450335502624512,-0.03383303254668135,-2.935430159792304,5.198992042988539,0.6583097577095032,0.49315185546875
0.591,362,-0.072,5931008,0.569,255,18.985,0.021,0.54,6.393461465835571,0.19502454,0.2,0.0001,1805,0.2,4.495273590087891,-0.031267106753128326,-2.8689034552268207,5.681698002912256,0.6368805766105652,0.48794503129890454
0.599,363,-0.056,5947392,0.595,256,21.705,0.023,0.565,2.65409255027771,0.1999073,0.2,0.0001,1810,0.2,5.813621520996094,0.00693364137656648,-2.868284236301075,5.773141076167424,0.6372033059597015,0.3953598484848485
0.586,364,-0.067,5963776,0.538,255,19.342,0.019,0.539,3.3638057708740234,0.14830716,0.2,0.0001,1815,0.2,4.3443732261657715,-0.006331632389114943,-2.9616690049893073,5.3268866829065615,0.6527894139289856,0.43634087537091987
0.583,365,-0.062,5980160,0.523,257,17.909,0.019,0.541,5.728187322616577,0.19350407,0.2,0.0001,1820,0.2,4.019817352294922,-0.03125962663136921,-2.957510172481268,5.169443995180265,0.6670410931110382,0.48257317341549294
0.605,366,-0.059,5996544,0.551,255,19.734,0.02,0.566,1.6833164691925049,0.13012098,0.2,0.0001,1825,0.2,3.2728099822998047,0.020164729724224856,-2.9124121778815457,5.728357807419004,0.637234628200531,0.37148668639053256
0.58,367,-0.063,6012928,0.587,255,21.07,0.021,0.537,5.968215227127075,0.19489574,0.2,0.0001,1830,0.2,4.549644470214844,-0.02713985244773366,-2.9089681342319533,5.364862123187034,0.6517524123191833,0.47419108347386174
0.604,368,-0.055,6029312,0.558,256,19.775,0.02,0.569,6.432906866073608,0.1978119,0.2,0.0001,1835,0.2,1.660315990447998,-0.034943285904591906,-2.9029796678572892,5.297815728932619,0.6521506607532501,0.49339599609375
0.58,369,-0.065,6045696,0.555,256,18.766,0.02,0.536,6.506294250488281,0.18830723,0.2,0.0001,1840,0.2,4.132906436920166,-0.033243386168032886,-2.904922329634428,5.702265931665897,0.6323492527008057,0.48245849609375
0.607,370,-0.058,6062080,0.571,257,20.269,0.022,0.571,1.7670207023620605,0.123256244,0.2,0.0001,1845,0.2,3.746563196182251,0.01822119500845839,-2.884164614866009,5.877556958441007,0.62570920586586,0.3804731638418079
0.639,371,-0.064,6078464,0.601,255,20.776,0.024,0.598,2.029339551925659,0.11279717,0.2,0.0001,1850,0.2,3.5999703407287598,0.013286079109489623,-2.9080290841584158,5.305898162398008,0.6580471098423004,0.39066367574257427
0.599,372,-0.064,6094848,0.558,257,19.356,0.022,0.556,1.9538516998291016,0.11870699,0.2,0.0001,1855,0.2,3.2970657348632812,0.009943141038410175,-2.958090864083706,5.549023150175046,0.6501953899860382,0.3682692307692308
0.608,373,-0.06,6111232,0.577,256,20.271,0.022,0.57,4.16060733795166,0.16082312,0.2,0.0001,1860,0.2,3.4774415493011475,-0.015798402358319977,-2.9238499920431087,5.760225721400419,0.6290580034255981,0.4401791067146283
0.559,374,-0.062,6127616,0.536,257,19.457,0.018,0.515,6.455426931381226,0.18669483,0.2,0.0001,1865,0.2,5.209920883178711,-0.0334655620961712,-2.9525375686585904,5.6384059730917215,0.6412553489208221,0.4772705078125
0.604,375,-0.062,6144000,0.606,256,21.401,0.023,0.564,6.412035226821899,0.18918535,0.2,0.0001,1870,0.2,4.737692356109619,-0.034114728748681954,-2.949706115573645,5.682069596275687,0.6237859427928925,0.4890625
0.675,376,-0.057,6160384,0.601,255,20.263,0.026,0.644,2.9746387004852295,0.16327815,0.2,0.0001,1875,0.2,1.7602765560150146,0.0044394523005357525,-2.9545234753781515,5.119584341977267,0.6642035245895386,0.4238674496644295
0.648,377,-0.062,6176768,0.584,256,20.722,0.026,0.611,6.461498498916626,0.18049018,0.2,0.0001,1880,0.2,4.273703575134277,-0.03558030140557093,-2.942194181680679,5.105880595743656,0.6631811857223511,0.48231201171875
0.63,378,-0.062,6193152,0.595,257,21.344,0.023,0.591,6.41987419128418,0.16821581,0.2,0.0001,1885,0.2,4.050071716308594,-0.034827391670114595,-2.959180959314108,5.406413983926177,0.6514893770217896,0.46444091796875
0.608,379,-0.068,6209536,0.569,257,19.31,0.021,0.561,3.1223137378692627,0.16020033,0.2,0.0001,1890,0.2,3.001950979232788,-0.0016256028216830485,-2.980418518090704,5.361556711470246,0.6515854001045227,0.4398387738853503
0.597,380,-0.065,6225920,0.541,257,18.231,0.022,0.554,4.1620471477508545,0.3003428,0.2,0.0001,1895,0.2,5.165896892547607,-0.009916053372972574,-2.9022316720623236,5.496245751587244,0.6491680443286896,0.465087890625
0.577,381,-0.064,6242304,0.56,257,20.25,0.02,0.533,1.3269245624542236,0.9705682,0.2,0.0001,1900,0.2,5.558755874633789,0.034913366639147736,-2.909757186438291,5.716787325516912,0.6341060698032379,0.35311307251908397
0.663,382,-0.052,6258688,0.574,256,20.116,0.029,0.64,6.391899347305298,0.17737448,0.2,0.0001,1905,0.2,2.579347610473633,-0.03422686241101473,-2.973253471031785,5.260224502906203,0.6550694406032562,0.49345703125
0.656,383,-0.062,6275072,0.567,255,19.666,0.026,0.62,6.3974268436431885,0.18262401,0.2,0.0001,1910,0.2,2.647104263305664,-0.03446712175136781,-2.9810729775577784,5.342358146980405,0.6448357403278351,0.49239501953125
0.595,384,-0.066,6291456,0.552,257,18.595,0.021,0.55,5.410783290863037,0.19415237,0.2,0.0001,1915,0.2,1.7654170989990234,-0.027367592198135008,-2.9347427612741055,5.3675351191270835,0.6583574116230011,0.46350322878228783
0.61,385,-0.064,6307840,0.565,256,18.933,0.022,0.568,6.488897085189819,0.18447037,0.2,0.0001,1920,0.2,3.8861656188964844,-0.035911198625399265,-2.902744072675705,5.8556727763265375,0.6258773803710938,0.48470458984375
0.629,386,-0.066,6324224,0.564,256,19.812,0.021,0.584,1.684741735458374,0.14035322,0.2,0.0001,1925,0.2,4.175644397735596,0.021907175279404285,-2.9116624995801574,5.430309350673969,0.6580068171024323,0.3750462278106509
0.597,387,-0.056,6340608,0.568,256,19.948,0.022,0.562,1.8414149284362793,0.110775776,0.2,0.0001,1930,0.2,3.721550226211548,0.013827681141581548,-2.9485165256520975,5.045283355142759,0.6741358637809753,0.3900305706521739
0.563,388,-0.064,6356992,0.547,257,19.287,0.019,0.518,4.366799354553223,0.18026796,0.2,0.0001,1935,0.2,2.4517178535461426,-0.016617220427771803,-2.935538982847174,5.4949407229014176,0.6456990540027618,0.44973535382830626
0.615,389,-0.064,6373376,0.565,255,19.281,0.023,0.574,5.1781837940216064,0.30109826,0.2,0.0001,1940,0.2,5.118390083312988,-0.02468801495156159,-2.905111121024569,5.567405869006189,0.6400207877159119,0.46556153288201163
0.59,390,-0.069,6389760,0.529,256,18.129,0.02,0.541,4.946975946426392,0.17193118,0.2,0.0001,1945,0.2,4.261120796203613,-0.02351657935721149,-2.895601292211847,4.962802328737864,0.6810234785079956,0.4601844879518072
0.606,391,-0.066,6406144,0.563,256,18.974,0.02,0.559,1.3085918426513672,0.7673714,0.2,0.0001,1950,0.2,3.0648272037506104,0.03336856060995514,-2.800768340816935,6.01839073741709,0.6142565011978149,0.34530057251908397
0.654,392,-0.063,6422528,0.589,256,21.355,0.026,0.617,6.41918158531189,0.1887825,0.2,0.0001,1955,0.2,3.8257975578308105,-0.0363683171584853,-2.8202516745775936,5.3686709307134155,0.6460442543029785,0.48248291015625
0.594,393,-0.062,6438912,0.57,257,20.685,0.02,0.552,6.431289911270142,0.19673987,0.2,0.0001,1960,0.2,2.6457629203796387,-0.03392443059856305,-2.8973928283900023,5.516410527378321,0.6475863754749298,0.4849853515625
0.604,394,-0.065,6455296,0.556,256,19.054,0.021,0.559,6.460310459136963,0.18710567,0.2,0.0001,1965,0.2,3.4456958770751953,-0.03517698740033666,-2.8287746787071226,5.568377612531185,0.6463883519172668,0.48756103515625
0.605,395,-0.061,6471680,0.53,256,18.586,0.02,0.563,4.932477951049805,0.1686528,0.2,0.0001,1970,0.2,3.5236573219299316,-0.023179969592267508,-2.8166622228173877,5.808722312221254,0.6282930672168732,0.46640145705521474
0.598,396,-0.063,6488064,0.572,256,19.352,0.02,0.554,6.433879613876343,0.18475595,0.2,0.0001,1975,0.2,3.194558620452881,-0.03467897917144001,-2.808183008059859,5.74046776033938,0.6312017738819122,0.4825439453125
0.619,397,-0.064,6504448,0.554,256,19.91,0.025,0.58,4.257040977478027,0.19519857,0.2,0.0001,1980,0.2,5.209779739379883,-0.013980201606244623,-2.7898723718404206,5.497963931261789,0.6434754729270935,0.4444444444444444
0.657,398,-0.056,6520832,0.58,256,20.043,0.026,0.628,3.162325143814087,0.14990203,0.2,0.0001,1985,0.2,3.3006224632263184,-0.003252823939928873,-2.8394368529695817,5.290723248611113,0.662316769361496,0.42616324921135645
0.573,399,-0.065,6537216,0.521,255,18.098,0.022,0.53,1.009605884552002,0.060329944,0.2,0.0001,1990,0.2,5.147828578948975,0.03371386430226266,-2.8345927453041075,5.710614788532257,0.6370091438293457,0.347265625
0.598,400,-0.063,6553600,0.554,256,19.556,0.022,0.558,4.950484991073608,0.17051159,0.2,0.0001,1995,0.2,4.910855770111084,-0.01902881916235333,-2.8060123920440674,5.819880017384826,0.6261876821517944,0.4693825910931174
0.599,401,-0.063,6569984,0.549,256,18.42,0.019,0.555,6.439304828643799,0.1885528,0.2,0.0001,2000,0.2,2.4594881534576416,-0.03412391111050965,-2.8025613121688364,5.20532942302525,0.6648609042167664,0.49556884765625
0.602,402,-0.056,6586368,0.574,256,19.703,0.022,0.569,0.9607088565826416,0.057579592,0.2,0.0001,2005,0.2,42.14491653442383,0.06680503968610284,-2.765320205196892,5.659236069807072,0.6437923908233643,0.31854059278350516
0.632,403,-0.06,6602752,0.569,256,19.206,0.024,0.596,6.4007768630981445,0.19953728,0.2,0.0001,2010,0.2,2.481795310974121,-0.03329445187409874,-2.77924740575254,5.239753741398454,0.6704889833927155,0.4823486328125
0.578,404,-0.071,6619136,0.55,256,19.462,0.019,0.526,6.369502782821655,0.1873155,0.2,0.0001,2015,0.2,3.9372172355651855,-0.0353851132276759,-2.8228884141892197,5.18453619889915,0.6638087928295135,0.49664306640625
0.531,405,-0.064,6635520,0.522,256,18.568,0.018,0.485,2.9210376739501953,0.14378558,0.2,0.0001,2020,0.2,6.406375408172607,-0.003785593649722102,-2.845533851063699,5.560595338255065,0.6436433494091034,0.41638225255972694
0.551,406,-0.067,6651904,0.534,256,17.963,0.017,0.501,6.451887369155884,0.18925613,0.2,0.0001,2025,0.2,3.0201780796051025,-0.03472865795483813,-2.8141273353248835,5.359477417171002,0.6491654813289642,0.4860595703125
0.591,407,-0.073,6668288,0.542,255,18.055,0.022,0.54,6.409929513931274,0.18769416,0.2,0.0001,2030,0.2,4.231924533843994,-0.0352039577337564,-2.7841613117605446,5.9634370021522045,0.6313732862472534,0.481103515625
0.63,408,-0.06,6684672,0.584,254,20.213,0.024,0.594,1.5679972171783447,0.13640586,0.2,0.0001,2035,0.2,4.568615913391113,0.026798589611841235,-2.8384022743079313,5.860647637373323,0.6265341937541962,0.3690286624203822
0.59,409,-0.066,6701056,0.558,255,19.442,0.021,0.544,4.010647773742676,0.22823544,0.2,0.0001,2040,0.2,3.7902002334594727,-0.012282088516793091,-2.8762592642242204,5.475787308908278,0.6509231328964233,0.4366276364764268
0.633,410,-0.055,6717440,0.572,256,19.857,0.024,0.603,6.392508506774902,0.19043595,0.2,0.0001,2045,0.2,6.168267726898193,-0.03450858026917558,-2.8660359259694816,5.589082403108478,0.6472017467021942,0.48314208984375
0.577,411,-0.067,6733824,0.52,256,17.615,0.02,0.529,5.054165840148926,0.16618653,0.2,0.0001,2050,0.2,3.004467487335205,-0.02331132624986703,-2.8687033794614165,5.673413090555093,0.6394224762916565,0.4643187994071146
0.626,412,-0.061,6750208,0.575,255,20.183,0.025,0.59,1.450735092163086,0.14044133,0.2,0.0001,2055,0.2,6.385240077972412,0.03227578590546424,-2.8532481458452015,5.8057035605112715,0.6341758966445923,0.3802083333333333
0.604,413,-0.064,6766592,0.565,256,18.658,0.019,0.56,2.58664608001709,0.09897312,0.2,0.0001,2060,0.2,2.2602882385253906,0.0073430550687517675,-2.869240849737137,5.3287026986243236,0.6644554436206818,0.38860987103174605
0.579,414,-0.069,6782976,0.561,256,19.259,0.02,0.531,1.9570209980010986,0.10134518,0.2,0.0001,2065,0.2,7.05433988571167,0.015901053187243528,-2.8283412153950804,5.429075784489588,0.6635378301143646,0.37841053299492383
0.602,415,-0.063,6799360,0.561,255,18.844,0.021,0.56,5.756701946258545,0.18691315,0.2,0.0001,2070,0.2,2.3222522735595703,-0.02966540807737834,-2.796934544311976,5.3609179414379655,0.6594734191894531,0.4712314572425829
0.607,416,-0.059,6815744,0.582,256,20.977,0.02,0.568,1.6615090370178223,0.16343026,0.2,0.0001,2075,0.2,5.206127166748047,0.024730278297581457,-2.8210150241851806,5.700336061824451,0.6375804543495178,0.374905303030303
0.617,417,-0.064,6832128,0.557,255,18.343,0.023,0.576,2.1808559894561768,0.1206338,0.2,0.0001,2080,0.2,2.9692113399505615,0.011897170212342992,-2.8421262442241617,5.147516656031806,0.6691553890705109,0.3967813940092166
0.609,418,-0.062,6848512,0.561,256,18.639,0.024,0.571,1.485236644744873,0.15434937,0.2,0.0001,2085,0.2,3.697223663330078,0.025025376718766337,-2.841623712706086,5.304548252348932,0.6650620400905609,0.33625209731543626
0.588,419,-0.071,6864896,0.519,256,17.979,0.021,0.538,4.3015828132629395,0.16791701,0.2,0.0001,2090,0.2,5.00521993637085,-0.017483888085165593,-2.8204706400354334,5.332728676706831,0.6614639461040497,0.42932242990654207
0.582,420,-0.063,6881280,0.532,256,18.425,0.022,0.542,4.602411508560181,0.17978697,0.2,0.0001,2095,0.2,3.5005297660827637,-0.016142309317062255,-2.845568497113706,5.616083249094171,0.6362374722957611,0.46366594360086766
0.62,421,-0.061,6897664,0.614,256,20.853,0.023,0.582,6.439407110214233,0.19819157,0.2,0.0001,2100,0.2,5.205066204071045,-0.03515943547245115,-2.8090208884328605,5.306334752589464,0.6543398499488831,0.48812255859375
0.584,422,-0.068,6914048,0.571,256,20.001,0.02,0.537,6.4333837032318115,0.17212969,0.2,0.0001,2105,0.2,2.6704092025756836,-0.03253409875760553,-2.7682274855673312,5.322355051338673,0.6575393378734589,0.47725830078125
0.633,423,-0.057,6930432,0.587,256,21.493,0.025,0.601,5.136767864227295,0.42477313,0.2,0.0001,2110,0.2,4.461575031280518,-0.02343563668574523,-2.77029916291098,5.868180793928868,0.6287902593612671,0.4699484223300971
0.642,424,-0.057,6946816,0.579,256,20.094,0.026,0.611,6.4713134765625,0.18329877,0.2,0.0001,2115,0.2,3.8008317947387695,-0.03325809732268681,-2.7943065971136094,5.634181163832546,0.6334133148193359,0.4873291015625
0.629,425,-0.065,6963200,0.583,256,20.357,0.023,0.587,4.796137094497681,0.1929134,0.2,0.0001,2120,0.2,4.309268474578857,-0.01770783346796105,-2.8339306501707116,5.198427226024249,0.6688695549964905,0.4582287262156448
0.605,426,-0.057,6979584,0.566,256,20.011,0.022,0.57,6.370189666748047,0.18108916,0.2,0.0001,2125,0.2,1.4285556077957153,-0.035746183810988444,-2.8413144774734973,5.198393554612994,0.668987512588501,0.49222412109375
0.622,427,-0.059,6995968,0.562,256,18.809,0.022,0.585,1.2916679382324219,0.38844785,0.2,0.0001,2130,0.2,5.191986560821533,0.02869825093075633,-2.8501560302881095,5.383022323021522,0.6572373807430267,0.3574519230769231
0.613,428,-0.062,7012352,0.537,256,18.61,0.024,0.575,4.206087589263916,0.21555915,0.2,0.0001,2135,0.2,5.424786567687988,-0.016118653252935752,-2.8283642794077215,5.603412040151083,0.6498310565948486,0.44790414663461536
0.59,429,-0.067,7028736,0.521,256,17.702,0.021,0.544,3.872655153274536,0.51962143,0.2,0.0001,2140,0.2,3.5122156143188477,-0.010583904214184155,-2.8110069872177754,5.578760179047732,0.6402362585067749,0.4320030605670103
0.589,430,-0.063,7045120,0.528,255,18.248,0.021,0.547,4.67087459564209,0.1655511,0.2,0.0001,2145,0.2,4.473811626434326,-0.019769352357115102,-2.836066462962924,5.504589409787256,0.6428946256637573,0.4645252145922747
0.637,431,-0.063,7061504,0.567,255,20.025,0.023,0.598,5.237535715103149,0.25636286,0.2,0.0001,2150,0.2,2.1983587741851807,-0.023487327651729666,-2.7999874848585864,5.604807104972693,0.6381902396678925,0.4661358173076923
0.619,432,-0.064,7077888,0.561,256,19.458,0.023,0.578,6.470322132110596,0.17984706,0.2,0.0001,2155,0.2,3.29642915725708,-0.03623943314305507,-2.8193101033568384,5.584625493362546,0.6398316919803619,0.4831787109375
0.605,433,-0.065,7094272,0.565,255,19.915,0.022,0.562,2.6861958503723145,0.25281054,0.2,0.0001,2160,0.2,3.2849929332733154,0.008674729146313533,-2.860954832674852,5.428968409993756,0.6511067152023315,0.41648204291044777
0.576,434,-0.062,7110656,0.525,256,18.188,0.019,0.533,4.365736246109009,0.17209294,0.2,0.0001,2165,0.2,1.819791555404663,-0.018461404995257186,-2.7935460990350736,5.767094310381672,0.641555666923523,0.4432736720554272
0.584,435,-0.073,7127040,0.559,255,18.937,0.021,0.532,3.965452194213867,0.25588197,0.2,0.0001,2170,0.2,3.301661968231201,-0.011645948594102931,-2.780516853861004,5.72786079486011,0.6345835626125336,0.4461586901763224
0.625,436,-0.06,7143424,0.577,256,20.054,0.025,0.59,6.426380395889282,0.17919484,0.2,0.0001,2175,0.2,3.0070767402648926,-0.03450828461282072,-2.853798424080014,5.295394690707326,0.6589979231357574,0.4862548828125
0.648,437,-0.062,7159808,0.564,255,19.437,0.025,0.61,2.1812005043029785,0.12324084,0.2,0.0001,2180,0.2,3.6760334968566895,0.01030712240527189,-2.8731140868608342,5.378155831403511,0.655611515045166,0.40494186046511627
0.609,438,-0.066,7176192,0.569,257,19.369,0.023,0.566,6.374483108520508,0.17768084,0.2,0.0001,2185,0.2,3.7226054668426514,-0.03281270810839487,-2.87776424176991,5.409477131068707,0.6476007997989655,0.4786376953125
0.583,439,-0.062,7192576,0.542,256,19.211,0.02,0.541,2.1906895637512207,0.12107527,0.2,0.0001,2190,0.2,3.7086563110351562,0.011336651882754827,-2.856229943966647,5.484921146970277,0.6516881287097931,0.3793004587155963
0.576,440,-0.065,7208960,0.57,256,18.905,0.022,0.533,0.9596869945526123,0.07361016,0.2,0.0001,2195,0.2,27.187528610229492,0.04996484371000215,-2.8559342710595383,5.7000041033092295,0.6336702704429626,0.3092927631578947
0.576,441,-0.064,7225344,0.586,256,20.191,0.022,0.534,3.6293985843658447,0.13709968,0.2,0.0001,2200,0.2,2.911472797393799,-0.010795027043249653,-2.824751614210691,5.507795892799525,0.6477235853672028,0.4193784435261708
0.635,442,-0.058,7241728,0.58,256,19.83,0.026,0.603,2.1104891300201416,0.12139316,0.2,0.0001,2205,0.2,4.026050567626953,0.015344096365345034,-2.9158770834665164,5.52964675595975,0.6434726715087891,0.38544135071090047
0.594,443,-0.065,7258112,0.545,256,19.151,0.021,0.55,6.421852111816406,0.17158225,0.2,0.0001,2210,0.2,2.927344799041748,-0.03426228499083663,-2.873436556383967,5.390974078327417,0.6524257957935333,0.486669921875
0.585,444,-0.069,7274496,0.537,256,18.693,0.021,0.537,2.837836980819702,0.230978,0.2,0.0001,2215,0.2,2.6327576637268066,0.002602536924012242,-2.8747949524397565,5.442325756322369,0.652863472700119,0.42342093639575973
0.647,445,-0.061,7290880,0.573,255,19.974,0.024,0.61,4.772186279296875,0.15824571,0.2,0.0001,2220,0.2,2.287449359893799,-0.01956647256022198,-2.8772995062094315,5.664352504962145,0.6359842717647552,0.4470649895178197
0.61,446,-0.057,7307264,0.55,255,18.643,0.022,0.575,6.401130437850952,0.17510831,0.2,0.0001,2225,0.2,5.7074456214904785,-0.033929877371701875,-2.8338398296386003,5.863155921548605,0.6240541934967041,0.485546875
0.602,447,-0.07,7323648,0.534,256,18.491,0.022,0.554,6.356931686401367,0.18080376,0.2,0.0001,2230,0.2,2.9930334091186523,-0.03455639121675631,-2.859893510863185,5.239511297643185,0.6642460823059082,0.483935546875
0.574,448,-0.072,7340032,0.562,255,20.042,0.019,0.521,6.4098522663116455,0.18305176,0.2,0.0001,2235,0.2,2.758636236190796,-0.03613812291296199,-2.7964136995375157,5.523938915878534,0.6502005457878113,0.4924560546875
0.612,449,-0.059,7356416,0.56,255,19.08,0.024,0.577,6.409310340881348,0.17415984,0.2,0.0001,2240,0.2,4.047537326812744,-0.035208300984231757,-2.891489730402827,5.856262465566397,0.6162689924240112,0.47987060546875
0.57,450,-0.069,7372800,0.566,255,19.894,0.02,0.521,6.410728216171265,0.19099732,0.2,0.0001,2245,0.2,3.591594696044922,-0.03566702046809951,-2.884250544011593,5.77394381351769,0.6250526905059814,0.49476318359375
0.591,451,-0.064,7389184,0.564,255,19.182,0.023,0.55,6.414442777633667,0.18392335,0.2,0.0001,2250,0.2,3.7415201663970947,-0.03665040131454589,-2.9264160357415676,5.227364042028785,0.663948267698288,0.48590087890625
0.585,452,-0.067,7405568,0.558,255,19.93,0.023,0.541,1.7367322444915771,0.4542902,0.2,0.0001,2255,0.2,5.2806620597839355,0.019066823517967915,-2.944058334690401,5.48726860956214,0.6427833735942841,0.38007363505747127
0.555,453,-0.063,7421952,0.532,255,18.77,0.018,0.51,6.054003000259399,0.1906015,0.2,0.0001,2260,0.2,2.1549463272094727,-0.0333090822500738,-2.8874237332123003,5.145821719769611,0.6614276170730591,0.48227959437086093
0.608,454,-0.062,7438336,0.568,255,19.588,0.022,0.568,3.1211607456207275,0.15781362,0.2,0.0001,2265,0.2,3.4409618377685547,-0.0027388470728070507,-2.842711825524607,5.370026433083319,0.6512239575386047,0.41305443548387094
0.567,455,-0.072,7454720,0.538,255,17.859,0.02,0.516,6.395073175430298,0.17583892,0.2,0.0001,2270,0.2,3.3348135948181152,-0.03627832168276655,-2.817383964732289,5.270766157284379,0.6682854890823364,0.47706298828125
0.574,456,-0.073,7471104,0.544,255,18.251,0.021,0.522,6.402087211608887,0.19720858,0.2,0.0001,2275,0.2,3.538524866104126,-0.03400033068319317,-2.757115960493684,5.8318395834416155,0.6327799558639526,0.48055419921875
0.618,457,-0.059,7487488,0.569,255,18.93,0.025,0.585,6.40732479095459,0.19043198,0.2,0.0001,2280,0.2,3.6575560569763184,-0.03230688277835725,-2.7544384732842446,5.882296714186668,0.6269253194332123,0.4718505859375
0.589,458,-0.062,7503872,0.576,255,20.662,0.02,0.547,5.916125774383545,0.20979618,0.2,0.0001,2285,0.2,3.339130401611328,-0.029892710295967545,-2.705632231158855,5.593997140422892,0.6406324505805969,0.4751216159052453
0.606,459,-0.067,7520256,0.534,256,18.185,0.022,0.561,6.372335433959961,0.19410147,0.2,0.0001,2290,0.2,6.350258827209473,-0.032515706873527964,-2.7219816505908967,5.343889072909951,0.6481592953205109,0.48994140625
0.6,460,-0.057,7536640,0.585,256,20.377,0.023,0.566,1.1785693168640137,0.06753199,0.2,0.0001,2295,0.2,52.26741409301758,0.07360115240848923,-2.7399298094086726,5.7276196924306575,0.6379606425762177,0.3456700211864407
0.61,461,-0.058,7553024,0.568,256,19.284,0.023,0.575,6.402342319488525,0.1915212,0.2,0.0001,2300,0.2,3.8554606437683105,-0.031441054519382304,-2.7798386603593825,5.394897164776921,0.6470328867435455,0.48580322265625
0.612,462,-0.068,7569408,0.536,257,18.558,0.021,0.566,6.399429798126221,0.19253752,0.2,0.0001,2305,0.2,3.7308056354522705,-0.03401484844071092,-2.7918546948581935,5.751988032832742,0.6350090801715851,0.48675537109375
0.628,463,-0.061,7585792,0.577,256,19.7,0.024,0.59,2.4677045345306396,0.14568369,0.2,0.0001,2310,0.2,4.4991936683654785,0.010987300384291994,-2.813754502578303,5.50034516639555,0.6474225521087646,0.4152011639676113
0.596,464,-0.064,7602176,0.541,256,19.043,0.02,0.552,6.392063856124878,0.19672643,0.2,0.0001,2315,0.2,2.5801873207092285,-0.03252916149795056,-2.8120668053627016,5.3978826105594635,0.644025444984436,0.4875
0.595,465,-0.058,7618560,0.57,257,19.792,0.022,0.559,6.391602039337158,0.19703534,0.2,0.0001,2320,0.2,3.599486827850342,-0.03355244420818053,-2.7978378020226957,6.009884733334184,0.602720320224762,0.48900146484375
0.584,466,-0.063,7634944,0.539,256,19.0,0.021,0.542,6.371821403503418,0.19270715,0.2,0.0001,2325,0.2,3.180460214614868,-0.03237907335133059,-2.7555470149964094,5.685977548360825,0.6261667013168335,0.48853759765625
0.558,467,-0.069,7651328,0.531,255,18.303,0.018,0.507,5.447433948516846,0.22985171,0.2,0.0001,2330,0.2,3.0297255516052246,-0.02545289976877116,-2.7949678797424933,5.591911751272041,0.6343213021755219,0.474773923992674
0.556,468,-0.065,7667712,0.542,256,18.249,0.02,0.511,5.395937442779541,0.3367536,0.2,0.0001,2335,0.2,2.3856449127197266,-0.02288854934347721,-2.755907070658866,6.027721570020262,0.6109730005264282,0.47047483766233766
0.585,469,-0.06,7684096,0.556,256,19.702,0.021,0.546,3.083000659942627,0.1934353,0.2,0.0001,2340,0.2,31.26218605041504,0.008660766886128568,-2.6617098763245326,5.810300872069616,0.634648859500885,0.418617671009772
0.628,470,-0.058,7700480,0.539,256,18.267,0.024,0.594,1.6569461822509766,0.2490289,0.2,0.0001,2345,0.2,4.744581699371338,0.022952158523328377,-2.7318797559449166,5.45607453548547,0.6509302854537964,0.39232954545454546
